"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","armor class","strength","dexterity","intelligence","wisdom","constitution","sex","class","level","age","(unknown)","(unknown)","endurance","hp","gold","experience","armor class","hit roll","damage roll","saves","none","air sphere","earth sphere","fire sphere","spirit sphere","water sphere","Bit affects",","Other"
"a {BN{bavy{x-{BB{blue {BS{bhield{x","shield",10,5817,5818,"on A little old man","----gh-----------#-",2,200,"steel","(take shield)","armor","5/5/5/5",-1217968012,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {x{Bl{bong {Bd{bagger{x","long dagger",10,5808,5819,"on A grizzled old vetran","----gh-----------#-",2,250,"steel","(take wield)","weapon(pierce)","5d10",0,"sharp","+8dam,+8dam",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"",,""
"a {x{Bb{broad{Bs{bword{x","broadsword",10,5809,5819,"on A grizzled old vetran","-----------------#-",2,250,"steel","(take wield)","weapon(slash)","5d10",0,"sharp","+8dam,+8dam",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"",,""
"a {x{Bl{bong {Bw{booden {Ba{brrow{x","wooden arrow",10,5810,5819,"on A grizzled old vetran","-----------------#-",1,200,"wood","(take wield hold)","weapon(pierce)","5d10",0,"none","+8dam,+8dam",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"",,""
"a {x{Bdouble{x-{Bs{bided{x-{Ba{bxe{x","axe",10,5811,5819,"on A grizzled old vetran","-----------------#-",1,250,"steel","(take wield)","weapon(chop)","5d10",0,"sharp","+8dam,+8dam",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"",,""
"a {x{Bb{braided {Bl{beather {Bw{bhip{x","whip",10,5812,5819,"on A grizzled old vetran","----gh-----------#-",1,200,"leather","(take wield)","weapon(whip)","5d10",0,"none","+8dam,+8dam",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"",,""
"a {x{Bb{blue{x-{Bt{binged{x-{Bw{baxwood {Bs{btaff{x","staff blue wax",10,5813,5819,"on A grizzled old vetran","----gh-----------#-",1,250,"wood","(take wield)","weapon(pound)","5d10",0,"two-handed","+8dam,+8dam",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"",,""
"a {x{Bb{blue{x-{Bs{bteel {Bm{bace{x","mace",10,5814,5819,"on A grizzled old vetran","----gh-----------#-",2,250,"steel","(take wield)","weapon(pound)","5d10",0,"none","+8dam,+8dam",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"",,""
"a s{Wi{xl{Wv{xe{Wr{x lantern holding an {ya{rm{yb{re{yr{x flame","lantern",40,5828,5821,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",3,100,"metal","(take)","light",0,800,"(limited)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a s{Wh{xi{Wn{xy, {Ds{xt{De{xe{Dl{x sword with a {Bb{bl{Bu{bi{Bs{bh{x blade","steel sword",40,5857,5821,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",10,250,"steel","(take wield)","weapon(slash)","5d10",0,"sharp","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a long, billowy cloak of {Dblack{x wool","cloak",40,5822,5821,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",5,150,"wool","(take neck)","armor","15/10/10/5",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Br{bo{By{ba{Bl {bb{Bl{bu{Be{x cape","cape",40,5826,5821,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",2,150,"satin","(take neck)","armor","10/10/10/10",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dmid{Bni{Dght {Bb{Dlu{Be {Dtu{Bn{Dic{x","midnight blue tunic",65,5870,5821,"on a {Bme{ban lo{Boki{bng {Bgat{begu{Bard{x","---------------B---",1,300,"wool","(take torso)","armor","18/16/18/13",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Wi{wv{Wo{wr{Wy{x-{wh{Wi{wl{Wt{we{Wd{x sword with a {Bb{bl{Bu{be{x-{Bt{bi{Bn{bg{Be{bd {Bb{bl{Ba{bd{Be{x","shiny sword",65,5869,5821,"on a {Bme{ban lo{Boki{bng {Bgat{begu{Bard{x","---------------B---",3,400,"steel","(take wield)","weapon(slash)","7d12",0,"sharp","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Ws{wh{Wi{wn{Wy {Dblack b{wo{Wo{Dts{x","shiny boots",65,5871,5821,"on a {Bme{ban lo{Boki{bng {Bgat{begu{Bard{x","---------------B---",1,300,"leather","(take feet)","armor","18/16/18/13",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Ws{xh{Wi{xn{Wy{x, {Ds{xt{De{xe{Dl{x breastplate","breastplate",40,5829,5827,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",10,150,"steel","(take torso)","armor","10/15/10/5",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a s{Wh{xi{Wn{xy, {Ds{xt{De{xe{Dl{x backplate","backplate",40,5862,5827,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",15,250,"steel","(take back)","armor","10/10/10/10",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an oval-shaped {Bsh{bie{Bld{x","oval shield",65,5872,5827,"on a {Bme{ban lo{Boki{bng {Bgat{begu{Bard{x","---------------B---",3,450,"cloth","(take shield)","armor","18/16/18/13",0,"","+6hp,+6hp",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Dmi{Bdni{Dght {Bb{Dl{Bu{De {Bpa{Dn{Bts{x","blue wool pants",65,5873,5827,"on a {Bme{ban lo{Boki{bng {Bgat{begu{Bard{x","---------------B---",1,350,"wool","(take legs)","armor","18/16/18/13",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a beautiful {Wm{wa{Wr{wb{Wl{we {Wb{we{Wn{wc{Wh{x","marble bench",1,5866,5828,"in room: Southeast Corner of the Park","-------------------",10000,100000,"marble","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a s{Wh{xi{Wn{xy, kite-shaped shield","shield",40,5853,5829,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",15,200,"steel","(take shield)","armor","10/10/10/10",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a simple, {ybrown leather{x belt","leather belt",30,5856,5829,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",1,50,"leather","(take waist)","armor","9/7/9/7",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a s{Wh{xi{Wn{xy, {Ds{xt{De{xe{Dl{x bracer","steel bracer",40,5854,5829,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",5,100,"steel","(take wrist)","armor","10/10/10/10",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {BS{bm{Ba{bl{Bl V{be{Bl{bv{Be{bt {BB{ba{Bg{x","small velvet bag",30,5864,5830,"on a {x{Bm{bale {Bl{bover{x","----g--------------",1,150,"cloth","(take hold)","container",0,"20lbs, 25 max (-1% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wd{wi{Wa{wm{Wo{wn{Wd {we{Wn{wg{Wa{wg{We{wm{We{wn{Wt {wr{Wi{wn{Wg{x","ring diamond",35,5865,5830,"on a {x{Mf{memale {Ml{mover{x","-------------------",1,250,"diamond","(take finger)","armor","9/7/9/7",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a beautiful {Wwhite{x m{War{Db{Wle{xd bench","marbled bench",0,5833,5833,"in room: A Beautiful {CP{Wo{wn{Cd{x","-------------------",200,1000,"marble","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"Sam's axe","Loyal Sam's axe",70,5836,5836,"on Loyal Sam","---------------B---",10,200,"iron","(take wield)","weapon(cleave)","8d13",0,"sharp","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a {Ybe{Waut{Yif{Wu{Yl m{Wir{Yror {Wof {Ygo{Wl{Yd{x","mirror",30,5868,5837,"on an {Mar{Wro{mga{wnt {Mwo{Wm{ma{wn{x","----gh-------------",1,300,"gold","(take hold)","treasure",0,0,"","+3end",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bottle of {Rfi{Yreb{Rrea{Ythe{Rr{x","firebreather",0,5849,5840,"on {RM{riss {RKi{rtty{x","-----------------#-",0,90,"alcohol","(take)","drink container",0,12,"firebreather","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bottle of the {Rl{ro{Wca{Rl sp{recia{Wlt{Ry{x","bottle local specialty",0,5850,5840,"on {RM{riss {RKi{rtty{x","-----------------#-",0,85,"alcohol","(take)","drink container",0,10,"local specialty","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a glass of {Wvo{wdk{Wa{x","glass vodka",0,5851,5840,"on {RM{riss {RKi{rtty{x","-----------------#-",0,100,"alcohol","(take)","drink container",0,10,"water","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {x{Rp{rretty {Rr{red {Rs{rkirt{x","skirt",30,5855,5840,"on a pretty {Rda{rnc{Win{Rg g{rir{Wl{x","-------------------",1,200,"cloth","(take legs)","armor","9/7/9/7",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {WB{we{Wa{wu{Wt{wi{Wf{wu{Wl W{wh{Wi{Wt{we {WB{wl{Wo{wu{Ws{we{x","white blouse",30,5858,5840,"on a pretty {Rda{rnc{Win{Rg g{rir{Wl{x","-------------------",1,200,"cloth","(take torso)","armor","9/7/9/7",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yBr{Dow{yn W{Do{yol Cl{Doa{yk{x","cloak",30,5859,5840,"on one of the {Yre{ygul{wars","-------------------",1,200,"cloth","(take body)","armor","9/7/9/7",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a simple {yL{Yea{yther {YB{yelt{x","belt",30,5860,5840,"on one of the {Yre{ygul{wars","-------------------",1,150,"leather","(take waist)","armor","9/7/9/7",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a short, well-folded dagger","dagger",40,5852,5841,"on a hidden thief","-------------------",1,150,"steel","(take wield)","weapon(pierce)","5d10",0,"sharp","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a small, clean bed","a small bed",1,5874,5846,"in room: A Small House","-------------------",300,30000,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {x{Wdia{wm{Wond{x studded {x{Yea{yrr{Ying{x","earring stud diamond",10,5883,5849,"on {x{BM{ba{Darc{bu{Bs{x","-----------------#-",1,200,"gold","(take ear)","armor","5/5/5/5",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {x{Bsa{bp{Wph{bi{Bre{x studded {x{Wea{wrri{Wng{x","earring sapphire stud",10,5884,5849,"on {x{BM{ba{Darc{bu{Bs{x","-----------------#-",1,250,"precious","(take ear)","armor","8/7/8/7",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {x{Wpl{yat{wi{ynu{Wm h{woo{Wp {yea{Wrr{wi{yn{Wg{x","earring platinum hoop",10,5885,5849,"on {x{BM{ba{Darc{bu{Bs{x","-----------------#-",1,300,"platinum","(take ear)","armor","10/10/10/10",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a simple {x{Wsi{wlv{Wer bra{wce{Wlet{x","bracelet silver",10,5886,5849,"on {x{BM{ba{Darc{bu{Bs{x","-----------------#-",1,200,"silver","(take wrist)","armor","5/5/5/5",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a simple {x{Yg{yo{Yld bra{yce{Ylet{x","bracelet gold",10,5887,5849,"on {x{BM{ba{Darc{bu{Bs{x","-----------------#-",1,250,"gold","(take wrist)","armor","8/7/8/7",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a stunning, {x{Wpl{yati{Wnum bra{yce{Wlet{x","platinum bracelet",10,5888,5849,"on {x{BM{ba{Darc{bu{Bs{x","-----------------#-",1,300,"platinum","(take wrist)","armor","10/10/10/10",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a beautiful {x{Wdia{wm{Wond{x ring","ring silver diamond",10,5889,5849,"on {x{BM{ba{Darc{bu{Bs{x","-----------------#-",1,200,"silver","(take finger)","armor","5/5/5/5",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a beautiful {x{Rr{ru{Rb{ry{x ring","ring gold ruby",10,5890,5849,"on {x{BM{ba{Darc{bu{Bs{x","-----------------#-",1,250,"gold","(take finger)","armor","8/7/8/7",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a beautiful {x{Bsa{bp{Wph{bi{Bre{x ring","platinum ring sapphire",10,5891,5849,"on {x{BM{ba{Darc{bu{Bs{x","-----------------#-",1,300,"platinum","(take finger)","armor","10/10/10/10",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Ws{xh{Wi{xn{Wy {Ds{xt{De{xe{Dl{x helm","steel helm",40,5835,5850,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",8,100,"steel","(take head)","armor","15/10/5/10",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Ws{xh{Wi{xn{Wy {Ds{xt{De{xe{Dl{x leg plates","leg plates",40,5806,5850,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",15,150,"steel","(take legs)","armor","10/10/15/5",-1217969220,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yst{Wick{yy {rci{ynn{Wa{ym{ron {yr{Wo{yll{x","cinnamon roll",0,5819,5858,"on the {RB{ra{Rk{re{Rr{x","-----------------#-",1,50,"bread","(take)","food",4,2,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"some {YCh{yee{Yse {yBr{Yea{yd{x","cheese bread",0,5820,5858,"on the {RB{ra{Rk{re{Rr{x","-----------------#-",1,75,"bread","(take)","food",4,3,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {BB{blueberry {BD{banish{x","danish",0,5821,5858,"on the {RB{ra{Rk{re{Rr{x","-----------------#-",1,75,"pastry","(take)","food",4,4,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Rd{re{Rl{ri{Rc{ri{Ro{ru{Rs S{rtr{Rawb{rerr{Ry M{ruff{Rin{x","muffin",0,5823,5858,"on the {RB{ra{Rk{re{Rr{x","-----------------#-",0,75,"pastry","(take)","food",4,5,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of shiny, {Dblack{x leather boots","boots",40,5815,5863,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",2,100,"leather","(take feet)","armor","10/10/10/10",-1217968188,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of simple, {Dblack{x leather gloves","gloves",40,5824,5863,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",1,75,"leather","(take hands)","armor","10/10/10/10",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of s{Wh{xi{Wn{xy, {Ds{xt{De{xe{Dl{x sleeves","steel sleeves",40,5838,5863,"on a {x{Bt{Wo{Bw{Wn {Bwat{Wch{Bman{x","-------------------",10,200,"steel","(take arms)","armor","10/5/10/15",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Yj{yuicy {Ys{yteak{x","steak",0,5827,5868,"on the {RB{Wut{rch{Re{rr{x","-----------------#-",0,80,"beef","(take)","food",4,5,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"two huge {Ms{malmon {Mp{matties{x","salmon patties",0,5831,5868,"on the {RB{Wut{rch{Re{rr{x","-----------------#-",1,100,"fish","(take)","food",4,6,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a few moist {Ych{Wick{yen {Yle{Wg{ys{x","chicken legs",0,5834,5868,"on the {RB{Wut{rch{Re{rr{x","-----------------#-",1,100,"poultry","(take)","food",4,7,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a nice {yve{Dnis{yon st{Dea{yk{x","venison",0,5837,5868,"on the {RB{Wut{rch{Re{rr{x","-----------------#-",1,100,"deer","(take)","food",6,9,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Bb{bl{Bu{be{x ascot","ascot",50,5879,5879,"on a Sailor","-------------------",1,75,"cloth","(take neck)","armor","15/10/15/10",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ysm{ga{yll {gb{ye{gd{x","small bed",1,5867,5895,"in room: Inside a Very Large Tree","-------------------",100,300,"springs","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dbe{Waut{Diful {Wsword{x with a {Ygo{yld{Yen h{yi{Ylt{x","beautiful sword",90,5877,5895,"on a wise old man","---------------B---",5,6000,"cuendillar","(take wield)","weapon(slash)","10d15",0,"sharp","+5hit,+5dam,+5hit,+5dam",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,"",,""
"a  {Rd{ra{Dgg{re{Rr{D encrusted with a single  {x{Rru{rb{Ry{x","dagger jeweled",90,5878,5895,"on a wise old man","---------------B---",2,4000,"steel","(take wield)","weapon(pierce)","10d15",0,"sharp","+8hit,+12dam,+5con,+8hit,+12dam",8,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,"",,""
"a sturdy pair of {Dsh{Win{Dy le{Wath{Der b{Wo{Dots{x","boots leather",90,5881,5895,"on a wise old man","---------------B---",2,2000,"leather","(take feet)","armor","25/25/20/20",0,"","+7con,+10end",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wgl{wim{Wmer{wing{x cloak, swirling with {Rc{Co{Yl{Go{Br{x","cloak",90,5882,5895,"on a wise old man","-M-------------B---",2,5000,"ter'angreal","(take body)","armor","20/25/20/25",0,"","+5hit,+5dam,+5hit,+5dam",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,"",,""
"an {x{Da{wu{Dr{wa{x of {Dim{wpen{Ddin{wg {Dd{wo{Do{wm{x","aura doom",90,5893,5895,"on a wise old man","-------------------",1,2000,"cloth","(take float)","armor","25/20/20/20",0,"","+1int",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {x{Wsi{wlv{Wery {wcr{Wesc{went {Wm{wo{Wo{wn{x","tattoo moon",90,5894,5895,"on a wise old man","-------------------",1,1000,"cloth","(take)","armor","20/25/25/20",0,"","+5dam,+5dam",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"",,""
"a {x{Wshi{wmm{Weri{wng {Wv{we{Wi{wl{x","shimmering veil",90,5895,5895,"on a wise old man","-------------------",1,1500,"cloth","(take face)","armor","25/20/25/20",0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a little sign on the wall","sign",0,5990,5895,"in room: Inside a Very Large Tree","-------------------",0,0,"wood","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {x{Yne{Wat{Yly {Wwr{Yitt{Wen {Ys{Wi{Yg{Wn{x","sign",0,5991,5897,"in room: {x{BF{bi{Wr{bs{Bt {WB{Ba{Wn{Bk{x of {WWhitebridge{x","-------------------",0,0,"cardboard","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a long {ybench{x","table bench",0,29542,29717,"in room: Common Room of the Iron Plow","-------------------",0,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bowl of {Won{Yio{Wn{x soup","onion soup",0,29543,29718,"on the {Wcook{x","-----------------#-",1,25,"cloth","(take)","food",5,5,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a hard roll","hard roll",0,29544,29718,"on the {Wcook{x","-----------------#-",1,5,"cloth","(take)","food",1,1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bolt of {bc{Bo{Wtt{Bo{bn{x cloth","bolt cotton cloth",0,29548,29774,"on a {mc{Mo{Wme{Ml{my{x woman","-----------------#-",15,45,"cotton","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bolt of {rw{Roo{rl{x cloth","bolt wool cloth",0,29549,29774,"on a {mc{Mo{Wme{Ml{my{x woman","-----------------#-",15,45,"wool","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a skein of {Yy{Wa{Yrn{x","skein yarn",0,29550,29774,"on a {mc{Mo{Wme{Ml{my{x woman","-----------------#-",1,10,"cotton","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a skein of {my{Ma{mrn{x","skein yarn",0,29551,29774,"on a {mc{Mo{Wme{Ml{my{x woman","-----------------#-",1,10,"cotton","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yy{Ye{Wll{Yo{ywf{Di{yn{x tuna","yellowfin tuna",0,29540,29810,"on a {bf{Bi{bsh{Be{brm{Ba{bn{x","-----------------#-",2,50,"fish","(take)","food",25,23,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an arrowtooth {yfl{Doun{yd{De{yr{x","arrowtooth flounder",0,29541,29810,"on a {bf{Bi{bsh{Be{brm{Ba{bn{x","-----------------#-",4,60,"cloth","(take)","food",30,30,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"one of numerous {ywooden{x tables and chairs","table wooden chair",1,29500,29501,"in room: The Common Room of the {yGo{x{Yld{x{yen{x Cup","-------------------",0,0,"wood","(nosac)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
